,County,2009IN,2009NET,2009POP1YR,state,county,2010IN,2010NET,2010POP1YR,2011IN,2011NET,2011POP1YR,2012IN,2012NET,2012POP1YR,2013IN,2013NET,2013POP1YR,2014IN,2014NET,2014POP1YR,2015IN,2015NET,2015POP1YR,County Code,2009 Median Price,2010 Median Price,2011 Median Price,2012 Median Price,2013 Median Price,2014 Median Price,2015 Median Price,2016 Median Price,2010 Difference,2011 Difference,2012 Difference,2013 Difference,2014 Difference,2015 Difference,2016 Difference,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change
1742,"Ulster County, New York",21304.0,6772.0,35616834,7128,21978,10362.0,2857.0,17929098.0,18774.0,4724.0,35833248,17858,4402.0,35802558,15664,1794.0,35690886,15538,1520.0,35628516,15776,1484.0,35578422,227,209100.0,208300.0,183200.0,177200.0,190000.0,191400,182800,192200.0,-800.0,-25100.0,-6000.0,12800.0,1400.0,-8600,9400.0,-0.38259206100000004,-12.04992799,-3.27510917,7.223476298,0.736842105,-4.4932079410000005,5.142231947
1743,"Umatilla County, Oregon",8888.0,242.0,8504850,4838,6962,4907.0,161.0,4361221.0,7572.0,-878.0,8795484,8654,778.0,8829704,7250,-344.0,8880680,6648,-536.0,8913484,6414,-162.0,8924812,451,127100.0,136500.0,133600.0,135300.0,139600.0,144900,147000,155100.0,9400.0,-2900.0,1700.0,4300.0,5300.0,2100,8100.0,7.395751377000001,-2.124542125,1.27245509,3.17812269,3.796561605,1.4492753619999998,5.5102040820000004
1744,"Unicoi County, Tennessee",1138.0,-572.0,384406,1034,3762,579.0,-313.0,198935.0,1230.0,-186.0,398266,1596,222.0,397892,1652,312.0,396836,1294,488.0,395956,1368,492.0,393118,943,86700.0,86000.0,84300.0,83900.0,84400.0,88300,92300,97800.0,-700.0,-1700.0,-400.0,500.0,3900.0,4000,5500.0,-0.8073817759999999,-1.976744186,-0.474495848,0.595947557,4.620853081,4.530011325,5.958829902000001
1745,"Union County, Arkansas",2134.0,-1210.0,2644796,310,8618,767.0,-530.0,1295552.0,1874.0,-726.0,2574798,1552,-830.0,2555268,1890,202.0,2538404,2188,780.0,2518068,2128,362.0,2490912,677,72649.0,73714.0,72159.0,75785.0,74961.0,77230,76259,76993.0,1065.0,-1555.0,3626.0,-824.0,2269.0,-971,734.0,1.4659527319999999,-2.1095042999999998,5.025014205,-1.087286402,3.026907325,-1.257283439,0.962509343
1746,"Union County, Georgia",1255.0,653.0,779760,494,11058,580.0,371.0,376830.0,1027.0,633.0,800432,804,331.0,805372,738,266.0,809552,357,-188.0,816240,411,-141.0,820876,1849,160300.0,150700.0,135400.0,144700.0,149300.0,151300,156300,163200.0,-9600.0,-15300.0,9300.0,4600.0,2000.0,5000,6900.0,-5.988771054,-10.1526211,6.868537666,3.1789910160000003,1.339584729,3.3046926639999996,4.414587332
1747,"Union County, Indiana",450.0,176.0,84060,216,1932,338.0,186.0,44142.0,374.0,114.0,88800,478,164.0,88416,500,144.0,88128,468,36.0,87516,534,40.0,86748,2685,85800.0,60500.0,57400.0,51300.0,57300.0,64300,70000,75800.0,-25300.0,-3100.0,-6100.0,6000.0,7000.0,5700,5800.0,-29.48717949,-5.123966942,-10.627177699999999,11.69590643,12.21640489,8.864696733999999,8.285714286000001
1748,"Union County, Iowa",975.0,143.0,440670,703,6475,518.0,115.0,220842.0,890.0,-16.0,457320,837,23.0,459170,779,35.0,459244,917,321.0,458689,918,-430.0,458578,2733,,,86600.0,84900.0,88000.0,88300,90600,100300.0,,,-1700.0,3100.0,300.0,2300,9700.0,,,-1.9630484990000001,3.651354535,0.340909091,2.604756512,10.70640177
1749,"Union County, Kentucky",1343.0,388.0,615123,861,9225,389.0,-7.0,254082.0,1307.0,788.0,610449,1438,494.0,609547,1537,281.0,615164,1524,461.0,616394,1538,6.0,613852,2574,72400.0,68800.0,75000.0,61200.0,67100.0,76800,73900,90700.0,-3600.0,6200.0,-13800.0,5900.0,9700.0,-2900,16800.0,-4.972375691,9.011627907000001,-18.4,9.640522876,14.45603577,-3.776041667,22.73342355
1750,"Union County, Mississippi",2440.0,510.0,638784,672,3480,1153.0,319.0,317904.0,1718.0,210.0,639672,1454,576.0,642408,1534,400.0,646416,1316,-196.0,651960,982,-1146.0,661104,2194,,,131500.0,133000.0,124800.0,125200,135700,142400.0,,,1500.0,-8200.0,400.0,10500,6700.0,,,1.1406844109999998,-6.165413534,0.320512821,8.38658147,4.937361828
1751,"Union County, New Jersey",39367.0,-14640.0,134830178,8908,10218,20251.0,-6144.0,67383666.0,42364.0,-8692.0,137542926,42632,-6709.0,138653544,43952,-4185.0,139712286,43680,-2531.0,141090406,42645,-3918.0,141989328,84,314200.0,293200.0,278100.0,268900.0,272000.0,284500,278100,291800.0,-21000.0,-15100.0,-9200.0,3100.0,12500.0,-6400,13700.0,-6.683640992999999,-5.150068213,-3.3081625310000002,1.152844924,4.595588235,-2.249560633,4.9262855089999995
1752,"Union County, New Mexico",227.0,-263.0,86250,805,1357,133.0,-131.0,48015.0,374.0,-1.0,101338,507,104.0,101361,417,-68.0,101545,636,493.0,100717,681,549.0,99084,2955,,,88500.0,87700.0,82900.0,81400,106900,112400.0,,,-800.0,-4800.0,-1500.0,25500,5500.0,,,-0.903954802,-5.473204105,-1.809408926,31.32678133,5.144995323
1753,"Union County, Ohio",6999.0,-49.0,5008242,4173,17013,3878.0,99.0,2658904.0,7642.0,-897.0,5454004,7126,-180.0,5515208,7592,877.0,5575877,7869,583.0,5622850,7666,367.0,5646925,574,154700.0,151900.0,143900.0,147100.0,156600.0,163000,170000,180500.0,-2800.0,-8000.0,3200.0,9500.0,6400.0,7000,10500.0,-1.809954751,-5.266622778,2.223766505,6.458191706,4.086845466000001,4.294478528,6.176470588
1754,"Union County, Oregon",2588.0,-4.0,1621092,2706,4026,1410.0,222.0,803232.0,2696.0,568.0,1667292,2328,444.0,1675146,1696,243.0,1676400,1932,177.0,1675410,1832,-420.0,1678182,837,137100.0,129900.0,131600.0,134800.0,138000.0,146500,158900,159500.0,-7200.0,1700.0,3200.0,3200.0,8500.0,12400,600.0,-5.251641138,1.308698999,2.431610942,2.37388724,6.15942029,8.464163823,0.37759597200000006
1755,"Union County, Tennessee",1544.0,104.0,262150,658,2422,740.0,394.0,132475.0,1484.0,374.0,266042,918,-686.0,266588,752,-1536.0,266882,854,-1054.0,266868,1284,-690.0,265300,932,91100.0,89400.0,92300.0,90900.0,93100.0,96900,99400,104800.0,-1700.0,2900.0,-1400.0,2200.0,3800.0,2500,5400.0,-1.866081229,3.243847875,-1.516793066,2.420242024,4.081632653,2.57997936,5.4325955729999995
1756,"Upshur County, Texas",2151.0,238.0,1079960,1392,13311,0.0,0.0,0.0,2006.0,81.0,1119980,2024,88.0,1126737,1956,296.0,1134799,2008,401.0,1139352,2252,651.0,1144340,1620,99300.0,98800.0,98000.0,101200.0,105900.0,113000,118500,125600.0,-500.0,-800.0,3200.0,4700.0,7100.0,5500,7100.0,-0.5035246729999999,-0.809716599,3.2653061219999997,4.644268775,6.704438149,4.867256637,5.991561181000001
1757,"Upson County, Georgia",2019.0,595.0,1278447,611,13771,947.0,262.0,620816.0,1857.0,313.0,1268906,1680,4.0,1264159,1564,-148.0,1253819,1242,-1302.0,1236946,1162,-715.0,1227687,1764,69600.0,60600.0,51300.0,57000.0,57000.0,60300,58500,60000.0,-9000.0,-9300.0,5700.0,0.0,3300.0,-1800,1500.0,-12.93103448,-15.34653465,11.11111111,0.0,5.789473684,-2.985074627,2.564102564
1758,"Utah County, Utah",85686.0,18964.0,268822885,26705,26705,39351.0,5416.0,128215710.0,75290.0,11279.0,267657675,77124,10923.0,275298575,80319,16715.0,282379215,79300,15669.0,288393835,79701,11957.0,294530535,1189,229700.0,199700.0,195000.0,204600.0,229400.0,242500,255600,275800.0,-30000.0,-4700.0,9600.0,24800.0,13100.0,13100,20200.0,-13.06051371,-2.353530295,4.923076923,12.12121212,5.7105492589999995,5.402061856,7.902973396
1759,"Uvalde County, Texas",884.0,-22.0,601979,1104,10649,0.0,0.0,0.0,718.0,-601.0,597678,944,-207.0,599541,818,-654.0,602071,1144,-278.0,605475,991,-23.0,607729,2198,74600.0,71700.0,71600.0,73700.0,78100.0,85300,91300,99700.0,-2900.0,-100.0,2100.0,4400.0,7200.0,6000,8400.0,-3.8873994639999996,-0.139470014,2.932960894,5.970149254,9.218950064,7.033997655,9.200438116
1760,"Val Verde County, Texas",925.0,-677.0,2043844,2112,20460,0.0,0.0,0.0,1814.0,-738.0,2085380,1798,-1003.0,2093080,1757,-1114.0,2099240,1863,-955.0,2113892,1610,-1113.0,2113672,1536,94200.0,93000.0,93600.0,95500.0,100700.0,107100,112600,120000.0,-1200.0,600.0,1900.0,5200.0,6400.0,5500,7400.0,-1.27388535,0.64516129,2.02991453,5.445026177999999,6.35551142,5.135387488,6.571936057
1761,"Valencia County, New Mexico",7999.0,2017.0,4699916,2345,4087,4054.0,1268.0,2429130.0,7469.0,1560.0,4999272,7209,1233.0,5024799,6829,1839.0,5053341,7380,2456.0,5055954,6643,2045.0,5039807,1415,128000.0,123800.0,119400.0,119400.0,119000.0,121600,124200,124100.0,-4200.0,-4400.0,0.0,-400.0,2600.0,2600,-100.0,-3.28125,-3.554119548,0.0,-0.335008375,2.18487395,2.138157895,-0.080515298
1762,"Valley County, Idaho",1056.0,-604.0,189156,352,1870,468.0,-280.0,107525.0,720.0,-904.0,215182,464,-1198.0,213576,774,-744.0,211750,822,-26.0,211552,1144,388.0,212784,1967,254500.0,227200.0,215400.0,220600.0,231500.0,241500,252500,265800.0,-27300.0,-11800.0,5200.0,10900.0,10000.0,11000,13300.0,-10.72691552,-5.193661972,2.4141132780000003,4.94106981,4.319654428,4.554865424,5.267326733
1763,"Valley County, Montana",166.0,-111.0,129333,570,1995,110.0,-37.0,65502.0,140.0,-394.0,138491,76,-431.0,138643,104,-407.0,139688,110,-262.0,141265,270,-59.0,142443,2417,,,128700.0,128200.0,128300.0,131300,139500,150200.0,,,-500.0,100.0,3000.0,8200,10700.0,,,-0.388500389,0.07800312,2.33826968,6.2452399089999995,7.670250896000001
1764,"Van Buren County, Arkansas",1892.0,600.0,324480,100,2820,916.0,411.0,171090.0,1714.0,658.0,342060,1514,618.0,341160,1154,374.0,339740,1170,514.0,338680,480,-260.0,336080,961,75400.0,73700.0,72100.0,69200.0,69700.0,71100,73200,74200.0,-1700.0,-1600.0,-2900.0,500.0,1400.0,2100,1000.0,-2.25464191,-2.170963365,-4.022191401000001,0.7225433529999999,2.008608321,2.953586498,1.3661202190000001
1765,"Van Buren County, Iowa",654.0,-708.0,181080,456,4248,273.0,-493.0,90372.0,308.0,-982.0,180840,448,-564.0,179328,374,-476.0,178008,298,-474.0,177120,294,-206.0,175896,2765,,,67700.0,62400.0,62200.0,55200,69800,99000.0,,,-5300.0,-200.0,-7000.0,14600,29200.0,,,-7.828655835,-0.320512821,-11.25401929,26.44927536,41.83381089
1766,"Van Buren County, Michigan",5780.0,-1982.0,7076824,2392,14628,2812.0,-476.0,3400605.0,5778.0,-1184.0,6955568,5228,-756.0,6945816,5090,-1208.0,6921436,5080,-1906.0,6889880,4458,-3444.0,6868076,1416,105700.0,105600.0,91200.0,96400.0,103100.0,106400,107100,119300.0,-100.0,-14400.0,5200.0,6700.0,3300.0,700,12200.0,-0.094607379,-13.63636364,5.701754386,6.9502074689999995,3.2007759460000003,0.657894737,11.39122316
1767,"Van Buren County, Tennessee",178.0,-264.0,53650,470,1750,59.0,-104.0,27245.0,96.0,-172.0,54540,56,-226.0,54900,120,-176.0,55260,122,-170.0,55170,120,-248.0,55240,2438,59100.0,50500.0,44600.0,42200.0,44800.0,52800,44500,46200.0,-8600.0,-5900.0,-2400.0,2600.0,8000.0,-8300,1700.0,-14.55160745,-11.68316832,-5.381165919,6.161137441,17.85714286,-15.71969697,3.8202247189999996
1768,"Van Wert County, Ohio",1642.0,-476.0,1341286,1833,7567,877.0,-263.0,661503.0,1853.0,-119.0,1346691,1494,-720.0,1342038,1926,-436.0,1332685,2521,589.0,1329630,2407,561.0,1328831,802,81300.0,84700.0,79400.0,80700.0,81500.0,80800,86000,88400.0,3400.0,-5300.0,1300.0,800.0,-700.0,5200,2400.0,4.18204182,-6.257378985,1.6372795969999998,0.9913258979999999,-0.858895706,6.435643563999999,2.7906976739999996
1769,"Van Zandt County, Texas",2976.0,412.0,1536930,1440,14010,0.0,0.0,0.0,2119.0,-448.0,1557450,1924,-563.0,1558890,1938,-523.0,1559580,2105,-201.0,1560480,2316,10.0,1564380,1517,96000.0,93200.0,93100.0,95000.0,99800.0,106700,112600,112500.0,-2800.0,-100.0,1900.0,4800.0,6900.0,5900,-100.0,-2.916666667,-0.10729613699999999,2.040816327,5.052631579,6.913827655,5.529522023999999,-0.08880994699999999
1770,"Vanderburgh County, Indiana",15934.0,1660.0,39221700,4104,37164,8281.0,1484.0,19884836.0,17075.0,2691.0,40211676,15756,1336.0,40389516,14617,239.0,40588788,14597,191.0,40713960,14876,-351.0,40852812,1268,100700.0,104800.0,94900.0,95500.0,96800.0,95200,98900,107100.0,4100.0,-9900.0,600.0,1300.0,-1600.0,3700,8200.0,4.071499503,-9.446564885,0.632244468,1.361256545,-1.652892562,3.886554622,8.291203236
1771,"Ventura County, California",70945.0,-6074.0,333682993,2562,47397,37239.0,-124.0,166993926.0,71548.0,-2725.0,344056104,71142,78.0,347192419,70321,2292.0,349840673,68145,-283.0,352875789,65144,-3134.0,354883970,45,409400.0,402900.0,372600.0,398200.0,463600.0,486700,516300,551800.0,-6500.0,-30300.0,25600.0,65400.0,23100.0,29600,35500.0,-1.587689301,-7.520476545,6.870638755,16.42390758,4.982743745,6.081775221,6.875847376
1772,"Vermilion County, Illinois",4562.0,-2163.0,9686655,2057,22143,2278.0,-982.0,4867800.0,4976.0,-810.0,9782729,4049,-1328.0,9737838,3986,-782.0,9697787,4061,-903.0,9662818,3766,-1115.0,9603770,1401,58800.0,52500.0,44700.0,53300.0,55300.0,52200,54500,56000.0,-6300.0,-7800.0,8600.0,2000.0,-3100.0,2300,1500.0,-10.71428571,-14.85714286,19.2393736,3.752345216,-5.605786618,4.406130268,2.752293578
1773,"Vermillion County, Indiana",1568.0,502.0,385848,432,3960,517.0,-80.0,194832.0,766.0,-210.0,388728,944,-34.0,387312,682,-452.0,384408,362,-1242.0,381912,742,-596.0,379608,2670,43600.0,45700.0,43000.0,43700.0,44300.0,45900,47000,48700.0,2100.0,-2700.0,700.0,600.0,1600.0,1100,1700.0,4.816513761,-5.90809628,1.6279069769999999,1.3729977119999999,3.611738149,2.396514161,3.617021277
1774,"Vernon County, Wisconsin",1644.0,-1316.0,1660250,3190,7134,879.0,-745.0,845002.0,1960.0,-856.0,1697254,1772,-834.0,1709956,1786,-640.0,1717960,1706,-344.0,1728574,1560,-18.0,1734490,794,103800.0,105900.0,108000.0,108700.0,110800.0,117500,119800,125000.0,2100.0,2100.0,700.0,2100.0,6700.0,2300,5200.0,2.0231213869999998,1.983002833,0.648148148,1.931922723,6.046931408,1.9574468090000001,4.340567613
1775,"Victoria County, Texas",4615.0,1235.0,4831206,2736,26733,0.0,0.0,0.0,4163.0,824.0,4840839,4085,556.0,4891056,3721,253.0,4957974,3597,-290.0,5003631,3532,-469.0,5066217,1389,113500.0,118600.0,116600.0,123500.0,132600.0,137500,144500,148600.0,5100.0,-2000.0,6900.0,9100.0,4900.0,7000,4100.0,4.49339207,-1.686340641,5.917667238,7.368421053,3.695324284,5.090909091,2.837370242
1776,"Vigo County, Indiana",9604.0,-1018.0,21419674,3708,34402,4779.0,-693.0,10887615.0,9674.0,-522.0,21857424,9316,-1004.0,21911190,10226,366.0,21951772,11374,1448.0,22016456,12308,2308.0,22021400,1352,79000.0,78400.0,77000.0,82900.0,80100.0,73200,77400,79700.0,-600.0,-1400.0,5900.0,-2800.0,-6900.0,4200,2300.0,-0.759493671,-1.785714286,7.6623376620000005,-3.3775633289999996,-8.61423221,5.7377049179999995,2.971576227
1777,"Vilas County, Wisconsin",1782.0,-462.0,1453766,3685,8375,728.0,-269.0,712998.0,1262.0,-895.0,1440768,1110,-775.0,1432862,1412,-411.0,1427234,1334,-369.0,1424956,1348,-158.0,1422008,897,164700.0,168400.0,158600.0,159000.0,167600.0,168500,172700,174700.0,3700.0,-9800.0,400.0,8600.0,900.0,4200,2000.0,2.246508804,-5.819477435,0.25220681,5.408805031,0.53699284,2.492581602,1.1580775909999999
1778,"Wabash County, Indiana",3144.0,-488.0,2088192,1152,10816,1569.0,193.0,1049088.0,2934.0,690.0,2087104,2342,236.0,2073856,2218,642.0,2064960,1842,-72.0,2056384,2190,-126.0,2052416,1987,86900.0,86100.0,83600.0,83500.0,84000.0,85100,86600,89700.0,-800.0,-2500.0,-100.0,500.0,1100.0,1500,3100.0,-0.920598389,-2.903600465,-0.119617225,0.598802395,1.30952381,1.7626321969999998,3.579676674
1779,"Wabasha County, Minnesota",1160.0,-370.0,972135,1215,7065,480.0,-233.0,473484.0,1086.0,-588.0,967590,1017,-726.0,965250,1505,-439.0,961605,1637,-413.0,958230,1935,-11.0,953550,1841,152300.0,161700.0,153800.0,151600.0,152100.0,152600,165800,176600.0,9400.0,-7900.0,-2200.0,500.0,500.0,13200,10800.0,6.17202889,-4.8855906,-1.430429129,0.329815303,0.328731098,8.650065531000001,6.513872135
1780,"Wabaunsee County, Kansas",532.0,-294.0,128193,380,3743,181.0,-315.0,62244.0,401.0,-15.0,131993,359,-97.0,132240,457,130.0,132164,510,229.0,132354,647,422.0,131917,2900,,,99300.0,100400.0,100800.0,106700,104900,110100.0,,,1100.0,400.0,5900.0,-1800,5200.0,,,1.10775428,0.398406375,5.853174602999999,-1.686972821,4.957102002
1781,"Wadena County, Minnesota",759.0,-988.0,607062,1242,7314,497.0,-459.0,300762.0,1117.0,-1025.0,628314,1148,-1364.0,626842,1296,-841.0,624726,1564,-401.0,623898,1400,-106.0,624818,2304,93841.0,84008.0,78568.0,77459.0,82389.0,86420,86030,91454.0,-9833.0,-5440.0,-1109.0,4930.0,4031.0,-390,5424.0,-10.47836234,-6.475573755,-1.4115161390000002,6.3646574320000004,4.892643435,-0.451284425,6.304777402999999
1782,"Wagoner County, Oklahoma",9502.0,1725.0,5226245,3160,11455,5281.0,1168.0,2700126.0,10268.0,1984.0,5593358,10714,1951.0,5693451,10584,1368.0,5777823,9838,546.0,5835888,9830,-227.0,5895454,464,119600.0,117800.0,116200.0,112600.0,114100.0,121600,123600,131900.0,-1800.0,-1600.0,-3600.0,1500.0,7500.0,2000,8300.0,-1.505016722,-1.358234295,-3.098106713,1.332149201,6.57318142,1.644736842,6.715210356
1783,"Waldo County, Maine",3228.0,-36.0,2122064,1288,1512,1490.0,-156.0,1070860.0,2872.0,-874.0,2143232,2870,-1306.0,2146928,2236,-1766.0,2151912,2832,-1026.0,2156504,3184,-914.0,2165240,1625,117042.0,117021.0,111220.0,111728.0,117339.0,127414,140392,158299.0,-21.0,-5801.0,508.0,5611.0,10075.0,12978,17907.0,-0.017942277,-4.957229899,0.456752383,5.0220177569999995,8.586233051,10.18569388,12.75500028
1784,"Walker County, Alabama",1859.0,20.0,1905764,28,3556,0.0,0.0,0.0,2013.0,-49.0,1864044,2032,98.0,1857548,2085,168.0,1846488,2003,322.0,1833300,2004,397.0,1822408,484,41900.0,51900.0,52800.0,56500.0,57700.0,67600,76100,78000.0,10000.0,900.0,3700.0,1200.0,9900.0,8500,1900.0,23.86634845,1.734104046,7.007575758,2.123893805,17.15771231,12.5739645,2.496714849
1785,"Walker County, Georgia",8109.0,2547.0,4938960,1014,23010,3537.0,710.0,2541288.0,7568.0,1642.0,5272722,7451,1873.0,5282940,7143,1433.0,5277792,7399,1631.0,5281146,8032,2180.0,5261802,1448,90700.0,83100.0,74100.0,76900.0,80700.0,83600,86200,89200.0,-7600.0,-9000.0,2800.0,3800.0,2900.0,2600,3000.0,-8.379272326,-10.83032491,3.778677463,4.941482445,3.593556382,3.1100478469999997,3.480278422
1786,"Walker County, Texas",11591.0,4951.0,6376736,4848,47571,0.0,0.0,0.0,9031.0,1549.0,6676807,8649,1459.0,6742861,8414,982.0,6818106,8062,112.0,6892139,7737,-117.0,6934357,1449,122700.0,121900.0,121100.0,123500.0,129900.0,138500,148700,159500.0,-800.0,-800.0,2400.0,6400.0,8600.0,10200,10800.0,-0.65199674,-0.656275636,1.981833196,5.182186235,6.62047729,7.364620939,7.2629455279999995
1787,"Walla Walla County, Washington",10632.0,2460.0,7206822,6678,8946,5054.0,987.0,3591189.0,9118.0,2498.0,7254198,9476,2744.0,7321230,8464,2186.0,7368228,8262,2918.0,7426944,8408,1986.0,7458948,537,177200.0,173800.0,164000.0,170900.0,173900.0,180500,187900,200400.0,-3400.0,-9800.0,6900.0,3000.0,6600.0,7400,12500.0,-1.918735892,-5.638665132000001,4.2073170730000005,1.7554125219999999,3.7952846460000003,4.099722992,6.652474721
1788,"Waller County, Texas",2134.0,-181.0,878200,1200,11825,0.0,0.0,0.0,2146.0,-518.0,1038200,2505,263.0,1059675,3170,1119.0,1083450,3223,1297.0,1107925,3088,1135.0,1130600,1582,132395.0,130677.0,127306.0,131187.0,138209.0,148151,156435,166295.0,-1718.0,-3371.0,3881.0,7022.0,9942.0,8284,9860.0,-1.297632086,-2.579642936,3.048560162,5.352664517,7.1934533929999995,5.591592362,6.302937322000001
1789,"Walsh County, North Dakota",642.0,-354.0,261216,912,2376,282.0,-164.0,133464.0,640.0,-128.0,264864,638,-36.0,263928,556,-110.0,264000,452,-348.0,262488,456,-478.0,261576,2863,59500.0,62200.0,61100.0,65400.0,71400.0,76700,79900,81300.0,2700.0,-1100.0,4300.0,6000.0,5300.0,3200,1400.0,4.537815126,-1.7684887459999998,7.0376432079999995,9.174311927,7.422969188,4.172099087,1.752190238
1790,"Walthall County, Mississippi",1058.0,18.0,392678,728,3822,583.0,175.0,199329.0,584.0,-210.0,397644,752,-26.0,395772,718,-172.0,394264,532,-202.0,389454,1054,396.0,385762,2285,96800.0,100200.0,93900.0,94000.0,93100.0,96000,102600,108900.0,3400.0,-6300.0,100.0,-900.0,2900.0,6600,6300.0,3.5123966939999995,-6.28742515,0.106496273,-0.957446809,3.1149301830000002,6.875,6.140350877
1791,"Walton County, Georgia",12508.0,5144.0,6727482,1079,24651,5511.0,2031.0,3285412.0,9301.0,2827.0,6786080,9186,2454.0,6850986,7449,573.0,6923113,6285,-1466.0,7005117,6277,-254.0,7080813,1392,132300.0,124100.0,105300.0,107600.0,122400.0,137600,153300,159200.0,-8200.0,-18800.0,2300.0,14800.0,15200.0,15700,5900.0,-6.1980347689999995,-15.14907333,2.184235518,13.75464684,12.41830065,11.40988372,3.848662753
1792,"Walworth County, Wisconsin",11050.0,1454.0,12370125,6875,15875,5219.0,571.0,6232860.0,10299.0,1641.0,12632625,11364,1818.0,12675000,12796,3076.0,12711500,12729,3519.0,12746375,12903,3631.0,12759125,363,179900.0,168600.0,156200.0,157200.0,165500.0,163600,171300,180900.0,-11300.0,-12400.0,1000.0,8300.0,-1900.0,7700,9600.0,-6.281267371,-7.354685647,0.640204866,5.279898219,-1.148036254,4.706601467,5.604203152
1793,"Wapello County, Iowa",2306.0,-205.0,2827224,1539,14499,1125.0,-197.0,1399200.0,2190.0,-1070.0,2829492,2020,-1325.0,2825523,1932,-984.0,2826252,1864,-957.0,2829006,2002,-803.0,2822607,740,65200.0,65900.0,64700.0,64300.0,64900.0,66900,67600,69400.0,700.0,-1200.0,-400.0,600.0,2000.0,700,1800.0,1.073619632,-1.820940819,-0.618238022,0.933125972,3.0816640989999997,1.046337818,2.662721893
1794,"Ward County, North Dakota",8962.0,-925.0,9713550,6650,17675,3888.0,-310.0,4985590.0,7870.0,929.0,10458000,7778,542.0,10677975,8870,1760.0,11033750,9169,1638.0,11366600,9164,996.0,11645725,1476,156600.0,180300.0,187700.0,214700.0,225100.0,227200,230700,222300.0,23700.0,7400.0,27000.0,10400.0,2100.0,3500,-8400.0,15.13409962,4.10427066,14.38465637,4.843968328,0.932918703,1.5404929580000002,-3.641092328
1795,"Ward County, Texas",520.0,-211.0,193591,912,9025,0.0,0.0,0.0,517.0,-336.0,198626,531,-320.0,200317,496,-14.0,202882,500,-84.0,206169,432,45.0,210311,2676,47900.0,47300.0,46500.0,49900.0,56900.0,62600,74500,80400.0,-600.0,-800.0,3400.0,7000.0,5700.0,11900,5900.0,-1.252609603,-1.691331924,7.311827957,14.02805611,10.01757469,19.00958466,7.9194630870000005
1796,"Ware County, Georgia",3212.0,-1590.0,3386208,1248,28704,1686.0,-865.0,1706976.0,4058.0,-170.0,3437184,4090,448.0,3429696,4126,668.0,3412800,3760,718.0,3398976,3946,550.0,3380832,1650,74800.0,69900.0,63600.0,62300.0,66100.0,69300,70800,71500.0,-4900.0,-6300.0,-1300.0,3800.0,3200.0,1500,700.0,-6.550802139,-9.012875536000001,-2.044025157,6.099518459,4.841149773,2.164502165,0.988700565
1797,"Warren County, Georgia",334.0,58.0,69648,156,3612,91.0,-148.0,35076.0,262.0,-110.0,69588,200,-182.0,68724,262,-76.0,67980,222,-208.0,66600,158,-162.0,65964,2781,76100.0,63400.0,55600.0,47500.0,49500.0,47000,41400,49400.0,-12700.0,-7800.0,-8100.0,2000.0,-2500.0,-5600,8000.0,-16.68856767,-12.30283912,-14.56834532,4.210526316,-5.050505051,-11.91489362,19.3236715
1798,"Warren County, Illinois",1058.0,334.0,610645,595,6545,470.0,-31.0,299098.0,1211.0,77.0,616420,869,-207.0,613515,890,-530.0,613410,1054,-242.0,614110,1016,-350.0,612885,2502,58200.0,58700.0,59400.0,60600.0,60100.0,60300,60500,62200.0,500.0,700.0,1200.0,-500.0,200.0,200,1700.0,0.8591065290000001,1.1925042590000001,2.02020202,-0.8250825079999999,0.332778702,0.331674959,2.809917355
1799,"Warren County, Indiana",940.0,190.0,102180,216,2052,459.0,111.0,50970.0,874.0,-46.0,101496,796,-138.0,100848,508,-338.0,100284,626,52.0,99840,554,-326.0,98760,2684,79200.0,78400.0,78300.0,78300.0,78300.0,78400,78400,81900.0,-800.0,-100.0,0.0,0.0,100.0,0,3500.0,-1.01010101,-0.12755102,0.0,0.0,0.127713921,0.0,4.464285714
1800,"Warren County, Iowa",5080.0,1040.0,2798976,1216,11584,2670.0,708.0,1436896.0,5500.0,1280.0,2904576,5224,1934.0,2927360,5742,2788.0,2955904,6164,2586.0,2982592,6504,2362.0,3008000,625,147500.0,146700.0,146500.0,149600.0,149000.0,153300,160800,171300.0,-800.0,-200.0,3100.0,-600.0,4300.0,7500,10500.0,-0.542372881,-0.136332652,2.116040956,-0.401069519,2.88590604,4.8923679060000005,6.529850746
1801,"Warren County, Kentucky",16574.0,7377.0,22028518,4494,48578,7910.0,2702.0,11468988.0,16970.0,6834.0,23621106,18575,8851.0,24069864,17852,8066.0,24408626,18204,8884.0,24742894,19048,9760.0,25139650,342,139800.0,138500.0,132700.0,132600.0,134500.0,139600,152200,160600.0,-1300.0,-5800.0,-100.0,1900.0,5100.0,12600,8400.0,-0.929899857,-4.187725632,-0.07535795,1.432880845,3.7918215610000003,9.025787966000001,5.519053876
1802,"Warren County, Mississippi",2646.0,-917.0,3262300,1904,10132,1278.0,-317.0,1593570.0,2134.0,-1169.0,3265360,2182,-547.0,3246864,1748,-269.0,3244076,1259,-669.0,3238908,1262,-1012.0,3222384,1537,114900.0,119000.0,110000.0,107400.0,112600.0,112000,120200,122700.0,4100.0,-9000.0,-2600.0,5200.0,-600.0,8200,2500.0,3.568320279,-7.56302521,-2.363636364,4.841713222,-0.53285968,7.321428571,2.0798668890000003
