,County,2009IN,2009NET,2009POP1YR,state,county,2010IN,2010NET,2010POP1YR,2011IN,2011NET,2011POP1YR,2012IN,2012NET,2012POP1YR,2013IN,2013NET,2013POP1YR,2014IN,2014NET,2014POP1YR,2015IN,2015NET,2015POP1YR,County Code,2009 Median Price,2010 Median Price,2011 Median Price,2012 Median Price,2013 Median Price,2014 Median Price,2015 Median Price,2016 Median Price,2010 Difference,2011 Difference,2012 Difference,2013 Difference,2014 Difference,2015 Difference,2016 Difference,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change
55,"Ashland County, Ohio",4632.0,1052.0,3780630,2730,350,1939.0,-72.0,1845655.0,4346.0,-616.0,3688440,3826,-448.0,3686760,5152,14.0,3686830,5634,-52.0,3682140,5986,1230.0,3677520,1512,110100.0,104600.0,101200.0,100600.0,106600.0,109800,113400,122200.0,-5500.0,-3400.0,-600.0,6000.0,3200.0,3600,8800.0,-4.995458674,-3.2504780110000002,-0.592885375,5.964214712,3.0018761730000003,3.278688525,7.760141093
56,"Ashtabula County, Ohio",7300.0,126.0,10252836,3978,714,3264.0,12.0,5047050.0,5908.0,-318.0,10276704,5784,-1102.0,10236618,5536,-1852.0,10184088,5792,-1048.0,10136556,5112,-1966.0,10071888,368,87000.0,84400.0,80400.0,84300.0,82800.0,84700,82600,83900.0,-2600.0,-4000.0,3900.0,-1500.0,1900.0,-2100,1300.0,-2.988505747,-4.739336493,4.850746269,-1.779359431,2.29468599,-2.4793388430000003,1.573849879
57,"Asotin County, Washington",2144.0,-588.0,604969,1537,87,1132.0,-292.0,274001.0,1912.0,-1026.0,618744,2247,-111.0,622775,2366,354.0,627502,2608,615.0,631794,2445,532.0,634288,1842,170700.0,152900.0,148200.0,159800.0,160000.0,167400,172900,176400.0,-17800.0,-4700.0,11600.0,200.0,7400.0,5500,3500.0,-10.42765085,-3.073904513,7.827260459,0.125156446,4.625,3.2855436080000002,2.024291498
58,"Atchison County, Kansas",970.0,-138.0,551990,680,170,587.0,64.0,282931.0,1024.0,228.0,563448,1140,154.0,564944,950,152.0,564298,958,184.0,560660,1118,268.0,556988,2269,,,82900.0,80900.0,78500.0,80900,88300,92200.0,,,-2000.0,-2400.0,2400.0,7400,3900.0,,,-2.412545235,-2.966625464,3.0573248410000002,9.147095178999999,4.416761042
59,"Athens County, Ohio",17900.0,8007.0,12354606,7722,1782,9253.0,4718.0,6251126.0,16035.0,6907.0,12671208,15280,5714.0,12682692,15196,6425.0,12726054,14544,6197.0,12739914,14878,7436.0,12767832,498,115200.0,111400.0,111700.0,110600.0,111500.0,117600,119200,126300.0,-3800.0,300.0,-1100.0,900.0,6100.0,1600,7100.0,-3.298611111,0.26929982,-0.984780662,0.813743219,5.4708520179999995,1.360544218,5.956375839
60,"Atlantic County, New Jersey",25415.0,4639.0,51459011,6562,193,12562.0,2348.0,25902816.0,19886.0,-429.0,52225028,19866,-701.0,52418993,20368,-1013.0,52551005,19224,-1668.0,52662559,19734,-2086.0,52660050,163,216000.0,202800.0,183900.0,181500.0,183200.0,182900,168700,161600.0,-13200.0,-18900.0,-2400.0,1700.0,-300.0,-14200,-7100.0,-6.1111111110000005,-9.319526627,-1.3050570959999999,0.936639118,-0.163755459,-7.763805358,-4.208654416
61,"Attala County, Mississippi",1028.0,-945.0,640662,924,231,605.0,-161.0,310496.0,1112.0,-572.0,640992,954,-805.0,636141,1134,-579.0,634260,1186,127.0,631158,1280,291.0,624525,2247,,,69900.0,71800.0,70100.0,71100,77300,84200.0,,,1900.0,-1700.0,1000.0,6200,6900.0,,,2.718168813,-2.367688022,1.426533524,8.720112517999999,8.92626132
62,"Audrain County, Missouri",2618.0,378.0,1935796,2204,532,1259.0,30.0,967670.0,2938.0,326.0,1931768,3118,440.0,1926448,3186,482.0,1923712,3040,700.0,1928272,3296,940.0,1940812,1792,77300.0,75700.0,74300.0,74500.0,74600.0,78400,83000,89100.0,-1600.0,-1400.0,200.0,100.0,3800.0,4600,6100.0,-2.0698576969999998,-1.849405548,0.269179004,0.134228188,5.09383378,5.867346939,7.34939759
63,"Auglaize County, Ohio",3130.0,-690.0,2434237,2067,583,1441.0,-423.0,1178866.0,3111.0,-666.0,2401642,2561,-1470.0,2405511,3030,-1140.0,2404398,3176,-954.0,2403179,3123,-1390.0,2402278,630,94700.0,92600.0,90600.0,89900.0,95300.0,99500,104900,111400.0,-2100.0,-2000.0,-700.0,5400.0,4200.0,5400,6500.0,-2.217529039,-2.159827214,-0.772626932,6.006674082000001,4.407135362,5.427135678,6.196377502000001
64,"Augusta County, Virginia",2437.0,-3242.0,3231776,2346,690,0.0,0.0,0.0,2117.0,-2499.0,3344890,2179,-1390.0,3350042,2230,-1906.0,3352802,2130,-2191.0,3355654,2514,-1445.0,3368902,461,192200.0,186300.0,178600.0,179600.0,182000.0,186900,190700,194300.0,-5900.0,-7700.0,1000.0,2400.0,4900.0,3800,3600.0,-3.069719043,-4.133118626,0.559910414,1.336302895,2.692307692,2.03317282,1.887781856
65,"Austin County, Texas",940.0,-604.0,522460,960,300,0.0,0.0,0.0,992.0,-316.0,553980,871,-526.0,561460,749,-460.0,566780,897,-95.0,570060,1198,185.0,573180,1749,147700.0,146100.0,143600.0,147200.0,154600.0,166800,175200,185300.0,-1600.0,-2500.0,3600.0,7400.0,12200.0,8400,10100.0,-1.083276913,-1.7111567419999998,2.506963788,5.027173913,7.891332471,5.035971223,5.764840183
66,"Autauga County, Alabama",1584.0,-335.0,1466310,30,30,0.0,0.0,0.0,1871.0,-298.0,1603080,2099,-305.0,1625910,2406,-578.0,1637010,2502,-459.0,1641360,2518,-696.0,1639860,1505,145600.0,145000.0,136700.0,133100.0,133600.0,134800,137700,141200.0,-600.0,-8300.0,-3600.0,500.0,1200.0,2900,3500.0,-0.41208791200000006,-5.7241379310000005,-2.633504023,0.37565740000000003,0.898203593,2.151335312,2.541757444
67,"Bailey County, Texas",206.0,140.0,18708,144,51,0.0,0.0,0.0,233.0,105.0,20913,403,320.0,21117,392,185.0,21159,301,20.0,21003,333,77.0,21138,2897,,,52100.0,52700.0,56000.0,59000,64600,75800.0,,,600.0,3300.0,3000.0,5600,11200.0,,,1.1516314779999999,6.261859583,5.3571428569999995,9.491525423999999,17.3374613
68,"Baker County, Oregon",1196.0,-252.0,570744,1476,36,376.0,-378.0,287118.0,1100.0,-230.0,572904,1384,70.0,573696,1254,-546.0,571788,1226,-492.0,570024,1378,-792.0,570456,977,88980.0,83443.0,84075.0,80188.0,96099.0,101160,107750,111961.0,-5537.0,632.0,-3887.0,15911.0,5061.0,6590,4211.0,-6.222746685,0.757403257,-4.6232530480000005,19.84212102,5.26644398,6.514432582,3.90812065
69,"Baldwin County, Alabama",9019.0,2711.0,19710836,116,348,0.0,0.0,0.0,9899.0,2080.0,20557636,9924,2283.0,20987648,9987,2751.0,21448980,8535,943.0,21885024,7241,-168.0,22363640,228,166500.0,156700.0,155700.0,160200.0,165900.0,173300,184200,188700.0,-9800.0,-1000.0,4500.0,5700.0,7400.0,10900,4500.0,-5.8858858860000005,-0.6381620929999999,2.89017341,3.558052434,4.460518385,6.289671091000001,2.442996743
70,"Baldwin County, Georgia",5660.0,-968.0,6197928,1768,1224,2712.0,-540.0,3141940.0,5156.0,-492.0,6230296,5564,-282.0,6240360,5328,-160.0,6186912,6228,1190.0,6182560,6646,2134.0,6176440,1562,126600.0,114800.0,103900.0,105000.0,109400.0,114700,119300,119400.0,-11800.0,-10900.0,1100.0,4400.0,5300.0,4600,100.0,-9.320695103,-9.494773518999999,1.058710298,4.19047619,4.844606947,4.010462075,0.083822297
71,"Baltimore County, Maryland",116549.0,26338.0,486090252,15024,3130,52576.0,8163.0,243843333.0,95925.0,7172.0,496130040,87042,-2398.0,499537358,88359,1132.0,502595994,86701,-289.0,506152926,87518,2508.0,509399988,48,229100.0,213000.0,196800.0,196100.0,204400.0,205900,210100,221900.0,-16100.0,-16200.0,-700.0,8300.0,1500.0,4200,11800.0,-7.027498909,-7.605633803,-0.35569105700000003,4.232534421,0.733855186,2.039825158,5.616373156
72,"Bamberg County, South Carolina",2434.0,1696.0,700994,2070,414,879.0,527.0,365056.0,944.0,320.0,727950,1172,-42.0,722522,1222,-68.0,715622,698,-884.0,704858,1078,-326.0,698464,2511,58900.0,53400.0,55100.0,52500.0,55600.0,50000,52300,70500.0,-5500.0,1700.0,-2600.0,3100.0,-5600.0,2300,18200.0,-9.337860781,3.183520599,-4.718693285,5.904761905,-10.07194245,4.6,34.79923518
73,"Bandera County, Texas",621.0,-562.0,280840,672,266,0.0,0.0,0.0,378.0,-533.0,282338,460,-336.0,283990,725,3.0,284816,854,89.0,286818,1036,164.0,289506,1860,175500.0,172200.0,170800.0,174500.0,185300.0,197000,201800,208700.0,-3300.0,-1400.0,3700.0,10800.0,11700.0,4800,6900.0,-1.88034188,-0.81300813,2.1662763469999997,6.189111747999999,6.314085267,2.436548223,3.419226957
74,"Banks County, Georgia",1120.0,102.0,422708,338,286,676.0,22.0,230061.0,1078.0,-334.0,466050,1402,-278.0,470210,1820,396.0,473278,1582,-490.0,472498,1502,-82.0,473174,2077,130700.0,123400.0,107000.0,106000.0,120200.0,128300,133800,147900.0,-7300.0,-16400.0,-1000.0,14200.0,8100.0,5500,14100.0,-5.58530987,-13.29011345,-0.9345794390000001,13.39622642,6.738768718999999,4.286827747,10.53811659
75,"Bannock County, Idaho",9850.0,280.0,10487981,2128,665,4664.0,573.0,5222382.0,10808.0,2742.0,10692136,10038,2189.0,10810373,9540,983.0,10899616,8174,257.0,10940181,8460,-15.0,10989258,1396,124600.0,115800.0,112900.0,119000.0,143200.0,144600,146400,147200.0,-8800.0,-2900.0,6100.0,24200.0,1400.0,1800,800.0,-7.062600321000001,-2.504317789,5.403011515,20.33613445,0.9776536309999999,1.244813278,0.546448087
76,"Barber County, Kansas",181.0,-25.0,60463,260,91,47.0,-40.0,29046.0,115.0,-59.0,62478,136,-67.0,62361,150,-36.0,62972,134,-142.0,62803,142,-170.0,61022,2947,,,58200.0,58400.0,56900.0,51400,52700,53800.0,,,200.0,-1500.0,-5500.0,1300,1100.0,,,0.343642612,-2.5684931509999998,-9.666080844,2.529182879,2.087286528
77,"Barbour County, West Virginia",768.0,-338.0,492480,1728,32,309.0,-402.0,257648.0,490.0,-504.0,519680,540,-428.0,522816,432,-662.0,527168,434,-398.0,530016,414,-466.0,530784,2089,50400.0,59800.0,46200.0,51400.0,64200.0,66800,76200,95200.0,9400.0,-13600.0,5200.0,12800.0,2600.0,9400,19000.0,18.65079365,-22.74247492,11.25541126,24.90272374,4.049844237,14.07185629,24.9343832
78,"Barnes County, North Dakota",574.0,-360.0,406904,1444,114,312.0,-271.0,207803.0,496.0,-572.0,415644,550,-432.0,416100,620,-474.0,417772,600,-514.0,418000,536,-128.0,415682,2864,91000.0,92400.0,94000.0,102000.0,111900.0,120200,128600,131400.0,1400.0,1600.0,8000.0,9900.0,8300.0,8400,2800.0,1.5384615380000002,1.731601732,8.510638298,9.705882353,7.417336907999999,6.988352745,2.177293935
79,"Barnstable County, Massachusetts",14760.0,-3445.0,46766140,5300,212,6966.0,-1231.0,22645875.0,14238.0,-2705.0,45559860,14791,-1870.0,45467852,14420,-1625.0,45409976,14552,-2124.0,45316272,14609,-2652.0,45231260,196,329200.0,332100.0,320400.0,326700.0,338100.0,344200,357800,374500.0,2900.0,-11700.0,6300.0,11400.0,6100.0,13600,16700.0,0.8809234509999999,-3.52303523,1.966292135,3.489439853,1.804199941,3.9511911680000003,4.667411962
80,"Barren County, Kentucky",2076.0,-1766.0,1940304,1008,432,942.0,-1106.0,987600.0,2408.0,-1230.0,1990608,2376,-632.0,2007360,2426,-84.0,2018304,2610,332.0,2027376,2634,-162.0,2035296,1593,86067.0,85332.0,84317.0,84652.0,88376.0,85382,88989,97144.0,-735.0,-1015.0,335.0,3724.0,-2994.0,3607,8155.0,-0.853985848,-1.18947171,0.397310151,4.399187261000001,-3.387797592,4.224543815,9.164053984
81,"Barron County, Wisconsin",3158.0,-1354.0,4066920,4950,450,1585.0,-367.0,2045655.0,3406.0,-214.0,4084290,3176,-290.0,4085820,3200,272.0,4080600,3464,710.0,4074300,3652,770.0,4068270,1561,117800.0,114500.0,111100.0,110700.0,113800.0,118200,121400,126600.0,-3300.0,-3400.0,-400.0,3100.0,4400.0,3200,5200.0,-2.801358234,-2.9694323139999996,-0.36003600399999997,2.800361337,3.866432337,2.7072758039999996,4.283360791000001
82,"Barrow County, Georgia",7217.0,-43.0,3985740,793,793,3291.0,90.0,1953150.0,7996.0,1550.0,4074739,7390,628.0,4149464,7146,1320.0,4202534,7168,1818.0,4265364,6916,1339.0,4340943,1443,117800.0,108100.0,91500.0,99200.0,107500.0,121100,132000,144800.0,-9700.0,-16600.0,7700.0,8300.0,13600.0,10900,12800.0,-8.234295416,-15.35615171,8.415300546000001,8.366935483999999,12.65116279,9.000825764,9.696969697
83,"Barry County, Michigan",4566.0,-806.0,3959640,1768,1020,1919.0,-763.0,2002362.0,4070.0,-1570.0,3996836,3892,-1946.0,3981672,4066,-1934.0,3970928,4118,-1200.0,3968888,4262,-1088.0,3977864,1483,107700.0,100400.0,99400.0,104900.0,112400.0,120500,130200,140900.0,-7300.0,-1000.0,5500.0,7500.0,8100.0,9700,10700.0,-6.778087279,-0.9960159359999999,5.533199195,7.149666348999999,7.206405694,8.049792531,8.21812596
84,"Barry County, Missouri",2968.0,-1290.0,1706880,1392,432,1781.0,-420.0,852408.0,3184.0,-778.0,1696944,3040,-1044.0,1695120,3162,-760.0,1693008,2886,-934.0,1693584,2968,-674.0,1695360,1662,85200.0,83900.0,80900.0,81700.0,83400.0,90700,98300,108500.0,-1300.0,-3000.0,800.0,1700.0,7300.0,7600,10200.0,-1.525821596,-3.57568534,0.988875155,2.0807833540000003,8.752997602,8.379272326,10.37639878
85,"Bartholomew County, Indiana",5562.0,-792.0,6639120,1620,450,2918.0,-233.0,3220141.0,7291.0,1567.0,6804270,8202,2105.0,6861510,8049,1141.0,6930450,7538,563.0,6993180,7807,360.0,7068060,1414,113700.0,114500.0,111100.0,114800.0,118700.0,121100,126600,130900.0,800.0,-3400.0,3700.0,3900.0,2400.0,5500,4300.0,0.7036059809999999,-2.9694323139999996,3.330333033,3.397212544,2.02190396,4.5417010730000005,3.3965244869999998
86,"Barton County, Kansas",2714.0,524.0,1744960,1280,576,1101.0,96.0,866528.0,2348.0,614.0,1743424,1592,402.0,1743424,1872,504.0,1741056,1804,622.0,1740032,1626,410.0,1734016,2043,69000.0,72000.0,71000.0,69100.0,68300.0,69200,72000,74000.0,3000.0,-1000.0,-1900.0,-800.0,900.0,2800,2000.0,4.347826087,-1.388888889,-2.676056338,-1.157742402,1.317715959,4.046242775,2.777777778
87,"Bartow County, Georgia",8533.0,-85.0,10310459,1469,1695,4586.0,464.0,5391624.0,10070.0,593.0,11035919,9234,-1359.0,11171293,8814,-1606.0,11226776,9198,-878.0,11275253,9648,-93.0,11318984,1362,115300.0,101900.0,89800.0,99700.0,108700.0,117100,127700,139100.0,-13400.0,-12100.0,9900.0,9000.0,8400.0,10600,11400.0,-11.62185603,-11.87438665,11.02449889,9.027081244,7.727690892,9.052092229,8.927173062
88,"Bastrop County, Texas",2181.0,-1368.0,2610720,1776,777,0.0,0.0,0.0,2144.0,-715.0,2669772,2634,-803.0,2703442,3272,-79.0,2732154,4093,489.0,2769931,4994,1033.0,2808411,1428,112400.0,114800.0,115400.0,114200.0,118500.0,125100,141300,152900.0,2400.0,600.0,-1200.0,4300.0,6600.0,16200,11600.0,2.1352313169999997,0.522648084,-1.039861352,3.765323993,5.569620252999999,12.94964029,8.209483368999999
89,"Bates County, Missouri",1948.0,-27.0,669880,1160,520,740.0,-187.0,322202.0,1167.0,-691.0,677640,1251,-198.0,675360,1022,-283.0,670160,842,-439.0,667360,1073,-30.0,661360,2086,82500.0,81100.0,80900.0,80500.0,80900.0,84500,88600,91600.0,-1400.0,-200.0,-400.0,400.0,3600.0,4100,3000.0,-1.6969696969999999,-0.246609125,-0.494437577,0.49689441,4.449938195,4.852071006,3.386004515
90,"Baxter County, Arkansas",2596.0,735.0,2348856,285,285,1345.0,467.0,1150632.0,2728.0,1009.0,2352561,2910,1155.0,2341161,1914,428.0,2334321,2012,408.0,2327937,1892,-78.0,2318532,678,116100.0,115300.0,109400.0,112700.0,114100.0,114000,118400,116600.0,-800.0,-5900.0,3300.0,1400.0,-100.0,4400,-1800.0,-0.689061154,-5.117085863,3.016453382,1.242236025,-0.087642419,3.859649123,-1.52027027
91,"Bay County, Michigan",5404.0,-18.0,10347378,2522,1649,2971.0,-42.0,5135856.0,7040.0,533.0,10354847,6982,-114.0,10331179,6736,-440.0,10300042,6244,-855.0,10274822,6008,-891.0,10247177,1353,81600.0,73800.0,77000.0,74800.0,74800.0,74700,79600,81300.0,-7800.0,3200.0,-2200.0,0.0,-100.0,4900,1700.0,-9.558823529,4.33604336,-2.857142857,0.0,-0.13368984,6.55957162,2.135678392
92,"Bayfield County, Wisconsin",1222.0,-20.0,713232,2640,336,589.0,31.0,360240.0,1014.0,-178.0,718416,1128,80.0,715728,1126,96.0,716112,1062,98.0,716400,950,-68.0,716304,1931,128900.0,126300.0,121100.0,116200.0,120000.0,118300,123000,126100.0,-2600.0,-5200.0,-4900.0,3800.0,-1700.0,4700,3100.0,-2.017067494,-4.117181314,-4.046242775,3.2702237519999997,-1.4166666669999999,3.972950127,2.520325203
93,"Baylor County, Texas",120.0,-66.0,11214,144,69,0.0,0.0,0.0,57.0,-231.0,11151,79,-291.0,10956,113,-172.0,10923,80,-106.0,10833,96,34.0,10803,2977,,,47400.0,48300.0,49700.0,53300,56200,60000.0,,,900.0,1400.0,3600.0,2900,3800.0,,,1.898734177,2.898550725,7.243460765,5.440900563,6.761565836
94,"Bear Lake County, Idaho",550.0,-2.0,103914,288,126,225.0,6.0,53334.0,490.0,82.0,106398,500,318.0,105444,484,372.0,105552,270,190.0,105390,270,190.0,105354,2435,,,160100.0,126900.0,132200.0,130000,151800,170600.0,,,-33200.0,5300.0,-2200.0,21800,18800.0,,,-20.73703935,4.176516942,-1.664145234,16.76923077,12.38471673
95,"Beaufort County, South Carolina",21266.0,-844.0,55619964,17190,4966,11181.0,-139.0,29143150.0,22676.0,220.0,59871242,23975,1451.0,61115798,24398,203.0,62353478,25132,2352.0,63531566,26711,4841.0,64765044,253,261000.0,249000.0,233300.0,239600.0,240500.0,248900,273900,289500.0,-12000.0,-15700.0,6300.0,900.0,8400.0,25000,15600.0,-4.597701149,-6.305220884,2.700385769,0.37562604299999997,3.492723493,10.04419446,5.69550931
96,"Beaverhead County, Montana",700.0,-957.0,236142,810,27,289.0,-445.0,116818.0,630.0,-297.0,244836,808,-129.0,246726,706,-328.0,248562,710,-450.0,248157,804,-549.0,248697,2137,,,135900.0,139600.0,139600.0,142900,144500,139600.0,,,3700.0,0.0,3300.0,1600,-4900.0,,,2.72259014,0.0,2.363896848,1.119664101,-3.39100346
97,"Becker County, Minnesota",2985.0,235.0,2227483,1917,355,1165.0,-312.0,1112720.0,2696.0,-144.0,2270722,2894,-290.0,2287123,2748,-540.0,2305370,2359,-1063.0,2319996,2394,-702.0,2330859,775,150400.0,151200.0,143200.0,147600.0,154400.0,176600,186900,198600.0,800.0,-8000.0,4400.0,6800.0,22200.0,10300,11700.0,0.531914894,-5.291005291,3.072625698,4.60704607,14.37823834,5.832389581,6.2600321029999995
98,"Beckham County, Oklahoma",2037.0,337.0,1134927,2280,513,990.0,213.0,599452.0,1899.0,19.0,1255425,2380,152.0,1269903,2541,303.0,1283868,2279,253.0,1296693,1812,-844.0,1318182,892,61600.0,66000.0,66600.0,72600.0,72000.0,73100,75300,77900.0,4400.0,600.0,6000.0,-600.0,1100.0,2200,2600.0,7.142857143,0.9090909090000001,9.009009009,-0.826446281,1.5277777780000001,3.0095759230000003,3.4528552460000004
99,"Bedford County, Tennessee",2240.0,-176.0,2228241,2397,153,1068.0,-307.0,1089825.0,2247.0,-637.0,2249253,2223,-735.0,2266185,2288,-408.0,2285361,2103,-295.0,2299080,2157,-611.0,2313564,1567,93300.0,91700.0,87200.0,87400.0,92400.0,99200,105800,119600.0,-1600.0,-4500.0,200.0,5000.0,6800.0,6600,13800.0,-1.714898178,-4.907306434,0.229357798,5.720823799,7.359307359,6.653225806,13.04347826
100,"Bedford County, Virginia",2771.0,346.0,1833860,1428,532,0.0,0.0,0.0,2527.0,287.0,1900192,2495,245.0,1912680,2727,620.0,1921836,2945,293.0,2098208,3411,578.0,2121084,479,179500.0,175400.0,171700.0,173400.0,176700.0,174400,180400,181800.0,-4100.0,-3700.0,1700.0,3300.0,-2300.0,6000,1400.0,-2.284122563,-2.1094640819999997,0.99009901,1.903114187,-1.3016412,3.440366972,0.776053215
101,"Bee County, Texas",4725.0,1294.0,2080130,3120,1625,0.0,0.0,0.0,4365.0,284.0,2042820,4336,772.0,2055755,4301,718.0,2069340,4371,791.0,2081690,3912,603.0,2092675,2183,75100.0,74300.0,73800.0,76100.0,81300.0,88000,96100,102500.0,-800.0,-500.0,2300.0,5200.0,6700.0,8100,6400.0,-1.065246338,-0.67294751,3.116531165,6.833114322999999,8.241082411,9.204545455,6.659729447999999
102,"Belknap County, New Hampshire",5087.0,-1803.0,3819690,2079,63,2510.0,-574.0,1848406.0,5356.0,-191.0,3761478,6138,286.0,3763809,5471,-300.0,3759084,5510,-156.0,3768156,4782,-806.0,3778425,1480,193000.0,188100.0,183000.0,183300.0,183400.0,192300,198900,211600.0,-4900.0,-5100.0,300.0,100.0,8900.0,6600,12700.0,-2.538860104,-2.711323764,0.163934426,0.054555374000000004,4.852780807,3.432137285,6.38511815
103,"Bell County, Kentucky",1252.0,-956.0,1487512,1092,676,668.0,-359.0,738608.0,1172.0,-60.0,1473888,1086,-638.0,1468636,1128,-678.0,1462968,1254,-292.0,1454440,1210,-668.0,1441232,2189,76800.0,78100.0,82300.0,70400.0,63800.0,60400,63600,81000.0,1300.0,4200.0,-11900.0,-6600.0,-3400.0,3200,17400.0,1.6927083330000001,5.377720871,-14.45929526,-9.375,-5.329153605,5.298013245,27.35849057
104,"Bell County, Texas",33067.0,-818.0,69631620,12384,6966,0.0,0.0,0.0,34043.0,-1021.0,76736424,32211,-1651.0,78669618,31930,-849.0,80270766,30397,-593.0,81695700,32444,3145.0,82816452,1214,119300.0,119200.0,117500.0,120400.0,119200.0,121900,122200,128900.0,-100.0,-1700.0,2900.0,-1200.0,2700.0,300,6700.0,-0.083822297,-1.4261744969999999,2.4680851059999998,-0.996677741,2.265100671,0.24610336300000002,5.482815057000001
105,"Belmont County, Ohio",5088.0,722.0,6367748,3666,1222,2468.0,178.0,3277686.0,4286.0,122.0,6562422,4358,228.0,6547006,4514,606.0,6533752,5764,1488.0,6521908,6304,1718.0,6502920,471,61149.0,61504.0,62122.0,65288.0,70060.0,70823,73908,74466.0,355.0,618.0,3166.0,4772.0,763.0,3085,558.0,0.58054915,1.004812695,5.096423167,7.30915329,1.089066514,4.355929571,0.754992694
106,"Beltrami County, Minnesota",4288.0,300.0,4656589,2943,763,2135.0,352.0,2322540.0,4129.0,513.0,4742917,4499,751.0,4786081,4642,868.0,4828482,4573,877.0,4851808,4652,572.0,4881347,645,127000.0,126100.0,124600.0,133500.0,131300.0,134500,136300,140400.0,-900.0,-1500.0,8900.0,-2200.0,3200.0,1800,4100.0,-0.7086614170000001,-1.189532117,7.142857143,-1.647940075,2.437166794,1.338289963,3.0080704330000003
107,"Benewah County, Idaho",664.0,338.0,145968,256,144,348.0,175.0,73512.0,708.0,164.0,146896,772,-106.0,146160,562,-354.0,145312,628,-286.0,145040,444,-402.0,144128,2136,123400.0,121000.0,119600.0,124500.0,133700.0,142100,153600,166900.0,-2400.0,-1400.0,4900.0,9200.0,8400.0,11500,13300.0,-1.944894652,-1.157024793,4.096989967,7.389558233,6.2827225129999995,8.092892329,8.658854167000001
108,"Bennington County, Vermont",2824.0,-82.0,3212900,4450,267,1414.0,100.0,1616692.0,2448.0,-294.0,3265054,1910,-630.0,3261672,2479,197.0,3252149,2590,480.0,3244495,2643,367.0,3236663,722,168100.0,162000.0,158200.0,163000.0,160000.0,161000,157800,160400.0,-6100.0,-3800.0,4800.0,-3000.0,1000.0,-3200,2600.0,-3.628792385,-2.3456790119999997,3.034134008,-1.840490798,0.625,-1.98757764,1.64765526
109,"Benton County, Arkansas",26287.0,7669.0,53858480,1300,1820,12843.0,2124.0,26104050.0,22707.0,869.0,55537560,23603,531.0,56967820,24792,1740.0,58387420,24253,208.0,59708480,22690,-530.0,61170200,191,125300.0,121000.0,119300.0,123800.0,133000.0,137300,144700,157600.0,-4300.0,-1700.0,4500.0,9200.0,4300.0,7400,12900.0,-3.431763767,-1.404958678,3.772003353,7.431340872000001,3.233082707,5.3896576839999994,8.914996545
110,"Benton County, Indiana",874.0,-26.0,154494,324,126,445.0,-15.0,77931.0,820.0,-742.0,156582,952,-528.0,156744,1112,2.0,156834,1344,500.0,156906,1152,88.0,155682,2381,68000.0,64800.0,60700.0,60600.0,58000.0,60100,61100,67000.0,-3200.0,-4100.0,-100.0,-2600.0,2100.0,1000,5900.0,-4.705882353,-6.327160494,-0.164744646,-4.2904290430000005,3.620689655,1.663893511,9.656301146
111,"Benton County, Iowa",2534.0,-512.0,842336,608,352,1179.0,-248.0,412544.0,2032.0,-696.0,826784,1780,-542.0,823360,1352,-1052.0,820960,1776,-468.0,819296,1732,-938.0,815904,1778,125500.0,124500.0,125300.0,125300.0,126000.0,129600,133000,135400.0,-1000.0,800.0,0.0,700.0,3600.0,3400,2400.0,-0.7968127490000001,0.642570281,0.0,0.558659218,2.857142857,2.62345679,1.804511278
112,"Benton County, Minnesota",7500.0,1491.0,2647240,1836,612,3056.0,-20.0,1237368.0,6357.0,-826.0,2567748,6467,-923.0,2586176,6643,-95.0,2598892,6160,-670.0,2604672,6176,-338.0,2629900,1628,138200.0,137400.0,131600.0,135500.0,139100.0,146100,152000,165500.0,-800.0,-5800.0,3900.0,3600.0,7000.0,5900,13500.0,-0.578871201,-4.22125182,2.963525836,2.656826568,5.032350827,4.038329911,8.881578947000001
113,"Benton County, Mississippi",724.0,238.0,109242,392,126,203.0,-24.0,59255.0,500.0,4.0,119406,440,-254.0,120344,702,82.0,120330,584,218.0,119448,578,2.0,118244,2683,75800.0,72300.0,72300.0,72300.0,72300.0,72900,72300,76300.0,-3500.0,0.0,0.0,0.0,600.0,-600,4000.0,-4.617414248,0.0,0.0,0.0,0.829875519,-0.823045267,5.532503458
114,"Benton County, Oregon",18896.0,4126.0,15676440,7995,585,9463.0,2030.0,8098627.0,19073.0,4587.0,16439280,17664,3386.0,16549260,17975,2132.0,16637985,18239,1855.0,16637985,18188,1742.0,16724760,420,242100.0,233000.0,228800.0,234200.0,246900.0,254200,278600,309300.0,-9100.0,-4200.0,5400.0,12700.0,7300.0,24400,30700.0,-3.758777365,-1.8025751069999998,2.36013986,5.422715628,2.956662616,9.598741149,11.01938263
