,County,2010 Median Rent Price,2011 Median Rent Price,2012 Median Rent Price,2013 Median Rent Price,2014 Median Rent Price,2015 Median Rent Price,2016 Median Rent Price,2011 Rent Difference,2012 Rent Difference,2013 Rent Difference,2014 Rent Difference,2015 Rent Difference,2016 Rent Difference,2011 Rent Percent Change,2012 Rent Percent Change,2013 Rent Percent Change,2014 Rent Percent Change,2015 Rent Percent Change,2016 Rent Percent Change
172,1576,1176,1167,994,1038,1057,1087,1043,-9,-173,44,19,30,-44,-0.765306122,-14.8243359,4.426559356,1.83044316,2.838221381,-4.047838086
173,1076,1239,1236,1249,1225,1250,1241,1274,-3,13,-24,25,-9,33,-0.242130751,1.051779935,-1.92153723,2.040816327,-0.72,2.65914585
174,91,1522,1485,1447,1474,1501,1548,1555,-37,-38,27,27,47,7,-2.431011827,-2.558922559,1.865929509,1.831750339,3.131245836,0.452196382
175,1201,940,909,861,907,868,898,912,-31,-48,46,-39,30,14,-3.29787234,-5.280528053,5.342624855,-4.299889746,3.456221198,1.559020045
176,404,986,1003,1037,1087,1135,1113,1207,17,34,50,48,-22,94,1.724137931,3.389830508,4.821600771,4.415823367,-1.938325991,8.445642408
177,559,1117,1094,951,1014,996,1054,1067,-23,-143,63,-18,58,13,-2.05908684,-13.07129799,6.624605678,-1.775147929,5.823293173,1.233396584
178,336,1014,1006,1196,1254,1287,1248,1227,-8,190,58,33,-39,-21,-0.788954635,18.88667992,4.849498328,2.631578947,-3.03030303,-1.682692308
179,1021,949,926,959,961,1018,1099,1091,-23,33,2,57,81,-8,-2.423603793,3.563714903,0.208550574,5.93132154,7.956777996,-0.727934486
180,1419,743,845,881,824,911,936,903,102,36,-57,87,25,-33,13.72812921,4.26035503,-6.469920545,10.55825243,2.744237102,-3.525641026
181,496,1163,1028,966,989,1014,1131,1159,-135,-62,23,25,117,28,-11.60791058,-6.031128405,2.380952381,2.527805865,11.53846154,2.475685234
182,2789,798,805,767,767,776,788,845,7,-38,0,9,12,57,0.877192982,-4.720496894,0,1.173402868,1.546391753,7.233502538
183,768,1290,1311,1400,1365,1380,1402,1410,21,89,-35,15,22,8,1.627906977,6.788710908,-2.5,1.098901099,1.594202899,0.570613409
184,809,1188,1192,1179,1218,1207,1237,1258,4,-13,39,-11,30,21,0.336700337,-1.090604027,3.307888041,-0.903119869,2.485501243,1.697655618
185,1346,979,878,873,901,935,926,964,-101,-5,28,34,-9,38,-10.31664964,-0.569476082,3.207331042,3.773584906,-0.962566845,4.103671706
186,2068,998,908,963,944,997,1069,1091,-90,55,-19,53,72,22,-9.018036072,6.057268722,-1.973001038,5.61440678,7.221664995,2.057998129
187,1927,1327,1350,1350,1335,1311,1231,1110,23,0,-15,-24,-80,-121,1.733232856,0,-1.111111111,-1.797752809,-6.102212052,-9.829406986
188,2346,921,891,886,913,925,935,916,-30,-5,27,12,10,-19,-3.25732899,-0.561167228,3.047404063,1.314348302,1.081081081,-2.032085561
189,243,1718,1786,1750,1790,1840,1800,1832,68,-36,40,50,-40,32,3.958090803,-2.015677492,2.285714286,2.793296089,-2.173913043,1.777777778
190,1541,1200,1155,1248,1431,1372,1339,1175,-45,93,183,-59,-33,-164,-3.75,8.051948052,14.66346154,-4.122990915,-2.405247813,-12.24794623
191,555,1201,1135,1137,1124,1183,1260,1366,-66,2,-13,59,77,106,-5.495420483,0.176211454,-1.143359719,5.24911032,6.50887574,8.412698413
192,612,696,743,766,850,888,917,872,47,23,84,38,29,-45,6.752873563,3.095558546,10.96605744,4.470588235,3.265765766,-4.907306434
193,543,849,889,863,877,916,896,933,40,-26,14,39,-20,37,4.711425206,-2.924634421,1.622247972,4.446978335,-2.183406114,4.129464286
194,488,1283,1221,1184,1197,1238,1222,1241,-62,-37,13,41,-16,19,-4.832424006,-3.03030303,1.097972973,3.425229741,-1.292407108,1.554828151
195,402,1514,1661,1671,1770,1779,1756,1805,147,10,99,9,-23,49,9.709379128,0.60204696,5.92459605,0.508474576,-1.292861158,2.790432802
196,1983,778,730,744,740,747,744,772,-48,14,-4,7,-3,28,-6.16966581,1.917808219,-0.537634409,0.945945946,-0.401606426,3.76344086
197,1518,1216,1110,992,992,939,1002,1015,-106,-118,0,-53,63,13,-8.717105263,-10.63063063,0,-5.342741935,6.709265176,1.29740519
198,1365,1012,1144,961,958,1260,1378,1386,132,-183,-3,302,118,8,13.04347826,-15.9965035,-0.312174818,31.52400835,9.365079365,0.580551524
199,844,1118,1156,1101,1220,1229,1273,1294,38,-55,119,9,44,21,3.398926655,-4.757785467,10.80835604,0.737704918,3.580146461,1.649646504
200,864,914,866,866,882,902,986,901,-48,0,16,20,84,-85,-5.251641138,0,1.847575058,2.267573696,9.312638581,-8.620689655
201,271,898,944,879,820,924,874,903,46,-65,-59,104,-50,29,5.122494432,-6.88559322,-6.712172924,12.68292683,-5.411255411,3.318077803
202,1466,987,987,984,1026,1042,1035,1019,0,-3,42,16,-7,-16,0,-0.303951368,4.268292683,1.559454191,-0.671785029,-1.54589372
203,433,1285,1341,1338,1305,1384,1295,1234,56,-3,-33,79,-89,-61,4.357976654,-0.223713647,-2.466367713,6.053639847,-6.430635838,-4.71042471
204,434,1355,1408,1432,1374,1481,1372,1391,53,24,-58,107,-109,19,3.911439114,1.704545455,-4.05027933,7.787481805,-7.359891965,1.38483965
205,371,1434,1278,1403,1355,1301,1363,1358,-156,125,-48,-54,62,-5,-10.87866109,9.780907668,-3.4212402,-3.985239852,4.76556495,-0.366837858
206,272,1229,1237,1306,1476,1437,1526,1475,8,69,170,-39,89,-51,0.65093572,5.578011318,13.01684533,-2.642276423,6.193458594,-3.342070773
207,1669,1329,1317,1326,1388,1469,1551,1531,-12,9,62,81,82,-20,-0.902934537,0.683371298,4.67571644,5.83573487,5.582028591,-1.289490651
208,692,923,909,917,962,1010,1045,1034,-14,8,45,48,35,-11,-1.516793066,0.880088009,4.907306434,4.98960499,3.465346535,-1.052631579
209,1111,1112,1115,1140,1173,1148,1149,1154,3,25,33,-25,1,5,0.269784173,2.242152466,2.894736842,-2.131287298,0.087108014,0.43516101
210,285,1766,1757,1764,1783,1805,1836,1891,-9,7,19,22,31,55,-0.509626274,0.398406375,1.077097506,1.233875491,1.717451524,2.995642702
211,135,1399,1427,1446,1526,1639,1794,1862,28,19,80,113,155,68,2.001429593,1.331464611,5.532503458,7.404980341,9.456985967,3.790412486
212,1783,1404,1179,1145,1184,1048,1156,1144,-225,-34,39,-136,108,-12,-16.02564103,-2.88379983,3.406113537,-11.48648649,10.30534351,-1.038062284
213,1283,1206,1138,1227,1287,1545,1536,1695,-68,89,60,258,-9,159,-5.638474295,7.820738137,4.88997555,20.04662005,-0.582524272,10.3515625
214,2732,1121,1051,1092,1112,1077,1109,1142,-70,41,20,-35,32,33,-6.244424621,3.901046622,1.831501832,-3.147482014,2.971216342,2.975653742
215,1581,1039,1208,1328,1349,1349,1368,1533,169,120,21,0,19,165,16.26564004,9.933774834,1.581325301,0,1.408450704,12.06140351
216,1234,1182,1123,1147,1186,1205,1240,1233,-59,24,39,19,35,-7,-4.991539763,2.13713268,3.400174368,1.602023609,2.904564315,-0.564516129
217,1469,1245,1281,1343,1424,1425,1514,1627,36,62,81,1,89,113,2.891566265,4.839968774,6.031273269,0.070224719,6.245614035,7.463672391
218,2738,920,899,885,879,883,879,901,-21,-14,-6,4,-4,22,-2.282608696,-1.557285873,-0.677966102,0.455062571,-0.453001133,2.502844141
219,1458,916,1040,977,947,984,971,922,124,-63,-30,37,-13,-49,13.5371179,-6.057692308,-3.07062436,3.907074974,-1.321138211,-5.046343975
220,701,949,950,976,1025,1079,1156,1200,1,26,49,54,77,44,0.105374078,2.736842105,5.020491803,5.268292683,7.136237257,3.806228374
221,1776,1138,928,1050,946,959,1046,974,-210,122,-104,13,87,-72,-18.45342707,13.14655172,-9.904761905,1.374207188,9.071949948,-6.883365201
222,408,1250,1323,1362,1243,1379,1220,1094,73,39,-119,136,-159,-126,5.84,2.947845805,-8.737151248,10.94127112,-11.53009427,-10.32786885
223,589,1274,1364,1399,1367,1403,1310,1261,90,35,-32,36,-93,-49,7.064364207,2.565982405,-2.287348106,2.633504023,-6.628652887,-3.740458015
224,834,965,969,1007,931,956,1013,994,4,38,-76,25,57,-19,0.414507772,3.921568627,-7.547169811,2.68528464,5.962343096,-1.875616979
225,1248,1243,1237,1235,1259,1318,1357,1447,-6,-2,24,59,39,90,-0.482703138,-0.161681487,1.943319838,4.686258936,2.959028832,6.632277082
226,2065,701,707,770,751,723,727,693,6,63,-19,-28,4,-34,0.855920114,8.910891089,-2.467532468,-3.728362184,0.553250346,-4.676753783
227,820,926,1038,1017,1056,1060,1085,1080,112,-21,39,4,25,-5,12.0950324,-2.023121387,3.83480826,0.378787879,2.358490566,-0.460829493
228,617,799,867,854,929,905,942,937,68,-13,75,-24,37,-5,8.510638298,-1.499423299,8.782201405,-2.583423036,4.08839779,-0.530785563
229,554,846,835,873,881,799,898,962,-11,38,8,-82,99,64,-1.300236407,4.550898204,0.916380298,-9.307604994,12.39048811,7.126948775
230,1525,1188,1158,1161,1109,1111,1115,1136,-30,3,-52,2,4,21,-2.525252525,0.259067358,-4.478897502,0.180342651,0.360036004,1.883408072
231,2785,866,883,846,926,981,986,974,17,-37,80,55,5,-12,1.963048499,-4.190260476,9.456264775,5.939524838,0.509683996,-1.21703854
232,190,1547,1596,1582,1594,1629,1595,1585,49,-14,12,35,-34,-10,3.167420814,-0.877192982,0.758533502,2.195734003,-2.087170043,-0.626959248
233,1413,1270,1317,1242,1319,1245,1364,1383,47,-75,77,-74,119,19,3.700787402,-5.69476082,6.199677939,-5.610310842,9.558232932,1.392961877
234,94,1826,1850,1884,1967,1974,2015,2016,24,34,83,7,41,1,1.314348302,1.837837838,4.40552017,0.355871886,2.077001013,0.049627792
235,144,1308,1345,1341,1396,1431,1428,1413,37,-4,55,35,-3,-15,2.828746177,-0.29739777,4.101416853,2.507163324,-0.209643606,-1.050420168
236,2131,889,964,961,980,1085,1150,1094,75,-3,19,105,65,-56,8.436445444,-0.31120332,1.97710718,10.71428571,5.99078341,-4.869565217
237,2901,1039,1043,1020,1129,1109,1152,1058,4,-23,109,-20,43,-94,0.384985563,-2.205177373,10.68627451,-1.771479185,3.877366997,-8.159722222
238,704,1080,890,982,866,872,907,892,-190,92,-116,6,35,-15,-17.59259259,10.33707865,-11.81262729,0.692840647,4.013761468,-1.653803749
239,564,1256,1275,1290,1336,1340,1393,1429,19,15,46,4,53,36,1.512738854,1.176470588,3.565891473,0.299401198,3.955223881,2.584350323
240,1934,1081,1049,1071,1121,1120,1105,1093,-32,22,50,-1,-15,-12,-2.960222017,2.097235462,4.66853408,-0.089206066,-1.339285714,-1.085972851
241,460,869,919,855,843,856,849,880,50,-64,-12,13,-7,31,5.753739931,-6.964091404,-1.403508772,1.542111507,-0.817757009,3.651354535
242,1410,850,795,827,841,852,829,891,-55,32,14,11,-23,62,-6.470588235,4.025157233,1.69286578,1.307966706,-2.699530516,7.478890229
243,847,1148,1092,1129,1095,1045,1115,1189,-56,37,-34,-50,70,74,-4.87804878,3.388278388,-3.011514615,-4.566210046,6.698564593,6.6367713
244,2469,947,1133,1046,1057,984,983,974,186,-87,11,-73,-1,-9,19.64097149,-7.678729038,1.051625239,-6.906338694,-0.101626016,-0.915564598
245,1303,1009,834,868,919,1047,1027,1108,-175,34,51,128,-20,81,-17.34390486,4.076738609,5.875576037,13.92818281,-1.910219675,7.887049659
246,125,1295,1514,1476,1627,1726,1895,1979,219,-38,151,99,169,84,16.91119691,-2.50990753,10.2303523,6.084818685,9.791425261,4.432717678
247,1434,1150,1143,1110,1235,1245,1298,1375,-7,-33,125,10,53,77,-0.608695652,-2.887139108,11.26126126,0.809716599,4.257028112,5.93220339
248,1723,991,839,820,834,816,857,837,-152,-19,14,-18,41,-20,-15.33804238,-2.264600715,1.707317073,-2.158273381,5.024509804,-2.333722287
249,744,1074,1087,1066,977,961,1008,983,13,-21,-89,-16,47,-25,1.210428305,-1.931922723,-8.348968105,-1.637666325,4.890738814,-2.48015873
250,695,1004,951,1092,1070,941,995,1011,-53,141,-22,-129,54,16,-5.278884462,14.82649842,-2.014652015,-12.05607477,5.738575983,1.608040201
251,1347,895,771,771,797,939,966,1053,-124,0,26,142,27,87,-13.8547486,0,3.372243839,17.81681305,2.875399361,9.00621118
252,1661,1000,1022,955,976,1016,1049,1072,22,-67,21,40,33,23,2.2,-6.555772994,2.19895288,4.098360656,3.248031496,2.192564347
253,10,1198,1168,1159,1178,1195,1219,1249,-30,-9,19,17,24,30,-2.504173623,-0.770547945,1.639344262,1.443123939,2.008368201,2.461033634
254,292,826,851,770,724,766,751,818,25,-81,-46,42,-15,67,3.026634383,-9.518213866,-5.974025974,5.801104972,-1.958224543,8.921438083
255,113,997,1296,1365,1416,1488,1600,1694,299,69,51,72,112,94,29.98996991,5.324074074,3.736263736,5.084745763,7.52688172,5.875
256,1336,1087,950,967,973,998,1108,1112,-137,17,6,25,110,4,-12.60349586,1.789473684,0.620475698,2.569373073,11.02204409,0.36101083
257,2650,994,1110,923,925,1050,1051,922,116,-187,2,125,1,-129,11.67002012,-16.84684685,0.216684724,13.51351351,0.095238095,-12.27402474
258,1014,1508,1552,1654,1594,1717,1675,1732,44,102,-60,123,-42,57,2.917771883,6.572164948,-3.627569528,7.716436637,-2.446126966,3.402985075
259,1260,1132,1159,1189,1222,1220,1248,1267,27,30,33,-2,28,19,2.385159011,2.588438309,2.775441548,-0.163666121,2.295081967,1.522435897
260,1768,850,800,783,859,876,847,887,-50,-17,76,17,-29,40,-5.882352941,-2.125,9.706257982,1.979045402,-3.310502283,4.722550177
261,2389,689,785,898,873,972,949,856,96,113,-25,99,-23,-93,13.93323657,14.39490446,-2.783964365,11.34020619,-2.366255144,-9.799789252
262,1246,942,1096,1090,1133,1211,1263,1312,154,-6,43,78,52,49,16.34819533,-0.547445255,3.944954128,6.884377758,4.293971924,3.879651623
263,2347,1093,1062,1069,1142,1118,1173,1118,-31,7,73,-24,55,-55,-2.836230558,0.65913371,6.828811974,-2.101576182,4.919499106,-4.688832055
264,1236,856,856,850,850,850,849,890,0,-6,0,0,-1,41,0,-0.700934579,0,0,-0.117647059,4.829210836
265,1087,1320,1315,1362,1397,1484,1654,1739,-5,47,35,87,170,85,-0.378787879,3.574144487,2.569750367,6.227630637,11.45552561,5.139056832
266,430,997,980,1073,989,1041,980,973,-17,93,-84,52,-61,-7,-1.705115346,9.489795918,-7.828518173,5.257836198,-5.85975024,-0.714285714
267,835,874,980,949,996,1046,1030,1041,106,-31,47,50,-16,11,12.12814645,-3.163265306,4.952581665,5.020080321,-1.529636711,1.067961165
268,214,1199,1200,1109,1322,1321,1324,1351,1,-91,213,-1,3,27,0.083402836,-7.583333333,19.20649234,-0.075642965,0.227100681,2.039274924
269,172,964,1145,1155,1161,1231,1202,1188,181,10,6,70,-29,-14,18.77593361,0.873362445,0.519480519,6.029285099,-2.355808286,-1.164725458
270,1635,1227,1193,1203,1173,1116,1173,1166,-34,10,-30,-57,57,-7,-2.770986145,0.838222967,-2.493765586,-4.859335038,5.107526882,-0.596760443
271,1985,850,798,795,812,840,844,916,-52,-3,17,28,4,72,-6.117647059,-0.37593985,2.13836478,3.448275862,0.476190476,8.530805687
272,429,1530,1565,1642,1778,1747,1578,1603,35,77,136,-31,-169,25,2.287581699,4.920127796,8.282582217,-1.743532058,-9.673726388,1.584283904
273,2364,657,702,810,780,840,701,687,45,108,-30,60,-139,-14,6.849315068,15.38461538,-3.703703704,7.692307692,-16.54761905,-1.997146933
274,1179,1311,1290,1282,1322,1367,1452,1496,-21,-8,40,45,85,44,-1.601830664,-0.620155039,3.120124805,3.403933434,6.217995611,3.03030303
275,305,995,1065,954,968,920,893,870,70,-111,14,-48,-27,-23,7.035175879,-10.42253521,1.467505241,-4.958677686,-2.934782609,-2.575587906
276,300,1444,1592,1427,1537,1578,1581,1834,148,-165,110,41,3,253,10.24930748,-10.36432161,7.708479327,2.667534157,0.190114068,16.00253004
277,594,920,955,954,945,885,883,886,35,-1,-9,-60,-2,3,3.804347826,-0.104712042,-0.943396226,-6.349206349,-0.225988701,0.339750849
278,1514,949,907,955,956,999,1022,1079,-42,48,1,43,23,57,-4.425711275,5.292171996,0.104712042,4.49790795,2.302302302,5.577299413
279,561,948,897,815,868,819,889,860,-51,-82,53,-49,70,-29,-5.379746835,-9.141583055,6.503067485,-5.64516129,8.547008547,-3.262092238
280,1418,996,938,892,883,764,763,888,-58,-46,-9,-119,-1,125,-5.823293173,-4.904051173,-1.00896861,-13.47678369,-0.130890052,16.38269987
281,1997,1054,1133,958,1022,1080,1148,1062,79,-175,64,58,68,-86,7.495256167,-15.44571933,6.680584551,5.675146771,6.296296296,-7.491289199
282,703,984,1059,1053,1053,1048,1094,1135,75,-6,0,-5,46,41,7.62195122,-0.566572238,0,-0.474833808,4.389312977,3.747714808
283,54,1633,1627,1684,1748,1838,1896,1944,-6,57,64,90,58,48,-0.367421923,3.503380455,3.800475059,5.148741419,3.155603917,2.53164557
284,959,1161,1180,1162,1185,1182,1198,1187,19,-18,23,-3,16,-11,1.636520241,-1.525423729,1.979345955,-0.253164557,1.353637902,-0.918196995
285,2494,1240,1206,1223,1309,1359,1416,1380,-34,17,86,50,57,-36,-2.741935484,1.409618574,7.031888798,3.819709702,4.194260486,-2.542372881
286,1451,1000,978,997,1024,1119,1155,1091,-22,19,27,95,36,-64,-2.2,1.942740286,2.708124373,9.27734375,3.217158177,-5.541125541
287,1326,1200,1216,1117,1189,1209,1249,1234,16,-99,72,20,40,-15,1.333333333,-8.141447368,6.445837064,1.682085786,3.308519438,-1.200960769
288,507,1594,1487,1441,1435,1477,1592,1540,-107,-46,-6,42,115,-52,-6.712672522,-3.093476799,-0.416377516,2.926829268,7.78605281,-3.266331658
289,599,1075,1055,1064,1230,1209,1312,1486,-20,9,166,-21,103,174,-1.860465116,0.853080569,15.60150376,-1.707317073,8.519437552,13.26219512
290,482,1090,1051,1114,1067,1146,1116,1130,-39,63,-47,79,-30,14,-3.577981651,5.994291151,-4.219030521,7.40393627,-2.617801047,1.254480287
291,347,766,791,821,833,846,879,860,25,30,12,13,33,-19,3.263707572,3.792667509,1.461632156,1.56062425,3.90070922,-2.161547213
292,898,1348,1364,1388,1280,1306,1392,1380,16,24,-108,26,86,-12,1.18694362,1.759530792,-7.780979827,2.03125,6.584992343,-0.862068966
293,1351,1403,1287,1437,1507,1545,1661,1696,-116,150,70,38,116,35,-8.267997149,11.65501166,4.871259569,2.521566025,7.508090615,2.107164359
294,318,786,745,744,771,740,729,697,-41,-1,27,-31,-11,-32,-5.216284987,-0.134228188,3.629032258,-4.02075227,-1.486486486,-4.38957476
295,2400,969,953,1025,1049,1057,1108,1136,-16,72,24,8,51,28,-1.651186791,7.555089192,2.341463415,0.762631077,4.824976348,2.527075812
296,27,1893,2004,2004,2107,2310,2479,2641,111,0,103,203,169,162,5.863708399,0,5.139720559,9.634551495,7.316017316,6.534893102
297,899,772,782,835,834,863,843,819,10,53,-1,29,-20,-24,1.295336788,6.777493606,-0.119760479,3.477218225,-2.317497103,-2.846975089
298,1900,917,921,928,919,917,890,908,4,7,-9,-2,-27,18,0.436205016,0.760043431,-0.969827586,-0.217627856,-2.94438386,2.02247191
299,1156,1585,1492,1521,1599,1658,1663,1672,-93,29,78,59,5,9,-5.867507886,1.943699732,5.128205128,3.689806129,0.301568154,0.541190619
300,1629,1141,1174,1147,1187,1181,1237,1289,33,-27,40,-6,56,52,2.892199825,-2.299829642,3.487358326,-0.50547599,4.741744285,4.203718674
301,1697,995,998,1183,1175,1064,1094,1202,3,185,-8,-111,30,108,0.301507538,18.53707415,-0.67624683,-9.446808511,2.819548872,9.87202925
302,508,887,917,1037,938,996,1075,1218,30,120,-99,58,79,143,3.382187148,13.08615049,-9.546769527,6.18336887,7.931726908,13.30232558
303,2187,778,764,785,838,841,828,860,-14,21,53,3,-13,32,-1.799485861,2.748691099,6.751592357,0.357995227,-1.545778835,3.8647343
304,600,1310,1378,1403,1371,1467,1358,1374,68,25,-32,96,-109,16,5.190839695,1.814223512,-2.2808268,7.002188184,-7.430129516,1.17820324
305,1422,1015,866,888,890,889,867,885,-149,22,2,-1,-22,18,-14.67980296,2.540415704,0.225225225,-0.112359551,-2.474690664,2.076124567
306,727,780,835,847,858,895,924,922,55,12,11,37,29,-2,7.051282051,1.437125749,1.298701299,4.312354312,3.240223464,-0.216450216
307,1124,698,694,736,781,764,844,734,-4,42,45,-17,80,-110,-0.573065903,6.051873199,6.114130435,-2.176696543,10.47120419,-13.03317536
308,1325,1200,1204,1185,1167,1306,1301,1375,4,-19,-18,139,-5,74,0.333333333,-1.57807309,-1.518987342,11.9108826,-0.382848392,5.68793236
309,362,1105,1093,1077,1154,1185,1259,1312,-12,-16,77,31,74,53,-1.085972851,-1.463860933,7.149489322,2.686308492,6.244725738,4.20969023
310,385,799,833,923,946,1048,1028,1053,34,90,23,102,-20,25,4.255319149,10.80432173,2.491874323,10.78224101,-1.908396947,2.431906615
311,2958,1152,1124,1097,1158,1147,1078,1042,-28,-27,61,-11,-69,-36,-2.430555556,-2.402135231,5.560619872,-0.949913644,-6.015693112,-3.339517625
312,359,1064,1049,1024,1013,1048,1026,1000,-15,-25,-11,35,-22,-26,-1.409774436,-2.383222116,-1.07421875,3.455083909,-2.099236641,-2.53411306
313,515,796,802,858,870,799,798,897,6,56,12,-71,-1,99,0.753768844,6.982543641,1.398601399,-8.16091954,-0.125156446,12.40601504
314,1623,713,724,796,799,767,740,709,11,72,3,-32,-27,-31,1.542776999,9.944751381,0.376884422,-4.005006258,-3.520208605,-4.189189189
315,651,750,803,796,797,807,812,836,53,-7,1,10,5,24,7.066666667,-0.871731009,0.125628141,1.254705144,0.619578686,2.955665025
316,409,1158,1107,1205,1094,1121,1051,1035,-51,98,-111,27,-70,-16,-4.404145078,8.852755194,-9.211618257,2.468007313,-6.244424621,-1.522359657
317,473,757,779,793,832,881,916,929,22,14,39,49,35,13,2.906208719,1.797175866,4.918032787,5.889423077,3.972758229,1.419213974
318,2056,926,933,936,911,922,881,890,7,3,-25,11,-41,9,0.755939525,0.321543408,-2.670940171,1.207464325,-4.446854664,1.021566402
319,588,770,801,881,923,845,849,845,31,80,42,-78,4,-4,4.025974026,9.987515605,4.767309875,-8.450704225,0.473372781,-0.471142521
320,904,890,871,851,997,1065,1209,1387,-19,-20,146,68,144,178,-2.134831461,-2.296211251,17.15628672,6.820461384,13.52112676,14.7229115
321,2782,955,852,975,926,878,930,1017,-103,123,-49,-48,52,87,-10.78534031,14.43661972,-5.025641026,-5.183585313,5.922551253,9.35483871
322,622,1252,1451,1406,1483,1500,1533,1554,199,-45,77,17,33,21,15.89456869,-3.101309442,5.476529161,1.146325017,2.2,1.369863014
323,142,908,872,871,878,871,864,805,-36,-1,7,-7,-7,-59,-3.964757709,-0.114678899,0.803673938,-0.797266515,-0.803673938,-6.828703704
324,267,1385,1269,1288,1270,1238,1200,1229,-116,19,-18,-32,-38,29,-8.375451264,1.497241923,-1.397515528,-2.519685039,-3.069466882,2.416666667
325,184,1329,1164,1234,1238,1324,1377,1352,-165,70,4,86,53,-25,-12.41534989,6.013745704,0.324149109,6.946688207,4.003021148,-1.815541031
326,2471,1168,1181,1184,1196,1205,1192,1218,13,3,12,9,-13,26,1.113013699,0.254022015,1.013513514,0.752508361,-1.078838174,2.181208054
327,867,1278,1251,1224,1226,1296,1319,1364,-27,-27,2,70,23,45,-2.112676056,-2.158273381,0.163398693,5.709624796,1.774691358,3.411675512
328,2045,825,817,838,1025,1028,1101,995,-8,21,187,3,73,-106,-0.96969697,2.570379437,22.3150358,0.292682927,7.101167315,-9.627611262
329,22,1043,1060,1046,1098,1139,1128,1144,17,-14,52,41,-11,16,1.62991371,-1.320754717,4.971319312,3.734061931,-0.965759438,1.418439716
330,1911,962,943,930,967,948,956,992,-19,-13,37,-19,8,36,-1.975051975,-1.378579003,3.978494624,-1.96483971,0.843881857,3.765690377
331,121,1402,1476,1485,1548,1582,1577,1637,74,9,63,34,-5,60,5.278174037,0.609756098,4.242424242,2.196382429,-0.316055626,3.804692454
332,591,858,893,962,864,856,872,887,35,69,-98,-8,16,15,4.079254079,7.726763718,-10.18711019,-0.925925926,1.869158879,1.720183486
